Manipulation ID: 6877684a-374f-492a-8f5e-7e86753c1bea

,1,2,3,4,5,6,7,8,9,10
"Grass and herbs [5]",1129.6370029449463,1422.4910736083984,1568.918228149414,1715.3452634811401,1861.7722988128662,2257.7545642852783,2653.7368297576904,3049.7190952301025,3445.7011222839355,3841.6833877563477
